date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:55:38	43868/43868	---M--	200	added ('OK')	text/html	etag:%22ab5c-54c1eb27fc0c0%22	https://demo-themelocation.co/mottestate/properties-list.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/properties-list.html	(from https://demo-themelocation.co/mottestate/)
19:55:38	39578/39578	---M--	200	added ('OK')	text/html	etag:%229a9a-54c1eb29e4540%22	https://demo-themelocation.co/mottestate/properties-list-sidebar.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/properties-list-sidebar.html	(from https://demo-themelocation.co/mottestate/)
19:55:38	41447/41447	---M--	200	added ('OK')	text/html	etag:%22a1e7-54c1eb2ad8780%22	https://demo-themelocation.co/mottestate/properties-list-map.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/properties-list-map.html	(from https://demo-themelocation.co/mottestate/)
19:55:38	22952/22952	---M--	200	added ('OK')	text/html	etag:%2259a8-54c1eb3279980%22	https://demo-themelocation.co/mottestate/properties-detail.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/properties-detail.html	(from https://demo-themelocation.co/mottestate/)
19:55:39	22619/22619	---M--	200	added ('OK')	text/html	etag:%22585b-54c1eb242b7c0%22	https://demo-themelocation.co/mottestate/team.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/team.html	(from https://demo-themelocation.co/mottestate/)
19:55:39	32859/32859	---M--	200	added ('OK')	text/html	etag:%22805b-54c1eb242b7c0%22	https://demo-themelocation.co/mottestate/team-detail.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/team-detail.html	(from https://demo-themelocation.co/mottestate/)
19:55:39	22243/22243	---M--	200	added ('OK')	text/html	etag:%2256e3-54c1eb43a4200%22	https://demo-themelocation.co/mottestate/blog-grid.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/blog-grid.html	(from https://demo-themelocation.co/mottestate/)
19:55:39	25896/25896	---M--	200	added ('OK')	text/html	etag:%226528-54c1eb41bbd80%22	https://demo-themelocation.co/mottestate/blog-listing.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/blog-listing.html	(from https://demo-themelocation.co/mottestate/)
19:55:40	32159/32159	---M--	200	added ('OK')	text/html	etag:%227d9f-54c1eb4774b00%22	https://demo-themelocation.co/mottestate/blog-detail.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/blog-detail.html	(from https://demo-themelocation.co/mottestate/)
19:55:40	16211/16211	---M--	200	added ('OK')	text/html	etag:%223f53-54c1eb3279980%22	https://demo-themelocation.co/mottestate/p404.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/p404.html	(from https://demo-themelocation.co/mottestate/)
19:55:40	18647/18647	---M--	200	added ('OK')	text/html	etag:%2248d7-54c1eb3edf6c0%22	https://demo-themelocation.co/mottestate/contact.html	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/contact.html	(from https://demo-themelocation.co/mottestate/)
19:55:40	22013/22013	---M--	200	added ('OK')	image/jpeg	etag:%2255fd-54b6bc313ec80%22	https://demo-themelocation.co/mottestate/images/properties-md-img-01.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/properties-md-img-01.jpg	(from https://demo-themelocation.co/mottestate/)
19:55:41	1308/1308	---M--	200	added ('OK')	image/jpeg	etag:%2251c-54b6bc018fc00%22	https://demo-themelocation.co/mottestate/images/bag-img.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/bag-img.jpg	(from https://demo-themelocation.co/mottestate/)
19:55:42	31620/31620	---M--	200	added ('OK')	image/jpeg	etag:%227b84-54b6bc1f201c0%22	https://demo-themelocation.co/mottestate/images/neighbourhood-img-03.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/neighbourhood-img-03.jpg	(from https://demo-themelocation.co/mottestate/)
19:55:43	13518/13518	---M--	200	added ('OK')	image/jpeg	etag:%2234ce-54b6bc0fdddc0%22	https://demo-themelocation.co/mottestate/images/blog-sm-img-01.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/blog-sm-img-01.jpg	(from https://demo-themelocation.co/mottestate/)
19:55:43	22690/22690	---M--	200	added ('OK')	image/jpeg	etag:%2258a2-54b6bc11c6240%22	https://demo-themelocation.co/mottestate/images/blog-sm-img-02.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/blog-sm-img-02.jpg	(from https://demo-themelocation.co/mottestate/)
19:55:44	13307/13307	---M--	200	added ('OK')	image/jpeg	etag:%2233fb-54b6bc11c6240%22	https://demo-themelocation.co/mottestate/images/blog-sm-img-03.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/blog-sm-img-03.jpg	(from https://demo-themelocation.co/mottestate/)
19:55:44	18397/18397	---M--	200	added ('OK')	image/jpeg	etag:%2247dd-54b6bc12ba480%22	https://demo-themelocation.co/mottestate/images/blog-sm-img-04.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/blog-sm-img-04.jpg	(from https://demo-themelocation.co/mottestate/)
19:55:45	95957/95957	---M-Z	200	added ('OK')	application/javascript	etag:%22176d5-54b6bbf806580-gzip%22	https://demo-themelocation.co/mottestate/js/jquery-1.11.3.min.js	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/js/jquery-1.11.3.min.js	(from https://demo-themelocation.co/mottestate/)
19:55:45	36868/36868	---M-Z	200	added ('OK')	application/javascript	etag:%229004-54b6bbf341a40-gzip%22	https://demo-themelocation.co/mottestate/js/bootstrap.min.js	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/js/bootstrap.min.js	(from https://demo-themelocation.co/mottestate/)
19:55:46	1206/1206	---M-Z	200	added ('OK')	application/javascript	etag:%224b6-54b6bbfae2c40-gzip%22	https://demo-themelocation.co/mottestate/js/migrate.js	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/js/migrate.js	(from https://demo-themelocation.co/mottestate/)
19:55:46	40401/40401	---M-Z	200	added ('OK')	application/javascript	etag:%229dd1-54b6bbfccb0c0-gzip%22	https://demo-themelocation.co/mottestate/js/owl.carousel.min.js	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/js/owl.carousel.min.js	(from https://demo-themelocation.co/mottestate/)
19:55:46	5530/5530	---M-Z	200	added ('OK')	application/javascript	etag:%22159a-54b6bbf24d800-gzip%22	https://demo-themelocation.co/mottestate/js/custom.js	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/js/custom.js	(from https://demo-themelocation.co/mottestate/)
19:55:47	1001/1001	---M--	200	added ('OK')	image/png	etag:%223e9-54b6bc009b9c0%22	https://demo-themelocation.co/mottestate/images/arrow-img1.png	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/arrow-img1.png	(from https://demo-themelocation.co/mottestate/css/style.css)
19:55:48	275615/275615	---M--	200	added ('OK')	image/jpeg	etag:%224349f-54b6bc4bf2b80%22	https://demo-themelocation.co/mottestate/images/search-bg-img-01.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/search-bg-img-01.jpg	(from https://demo-themelocation.co/mottestate/css/style.css)
19:55:48	130025/130025	---M--	200	added ('OK')	image/png	etag:%221fbe9-54b6bc1c43b00%22	https://demo-themelocation.co/mottestate/images/man-img.png	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/man-img.png	(from https://demo-themelocation.co/mottestate/css/style.css)
19:55:50	690/690	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2031%20May%202017%2017:55:49%20GMT	https://demo-themelocation.co/mottestate/css/owl.video.play.png	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/css/owl.video.play.png	(from https://demo-themelocation.co/mottestate/css/owl.carousel.css)
19:55:50	154020/154020	---M--	200	added ('OK')	image/jpeg	etag:%22259a4-54b6bc26c13c0%22	https://demo-themelocation.co/mottestate/images/parallax-bg-img-01.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/parallax-bg-img-01.jpg	(from https://demo-themelocation.co/mottestate/css/style.css)
19:55:50	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-54b6bc557c200-gzip%22	https://demo-themelocation.co/mottestate/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/fonts/fontawesome-webfont5b62.eot	(from https://demo-themelocation.co/mottestate/css/font-awesome.min.css)
19:55:50	951584/951584	---M--	200	added ('OK')	image/png	etag:%22e8520-54b6bc304aa40%22	https://demo-themelocation.co/mottestate/images/price-bg-img.png	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/price-bg-img.png	(from https://demo-themelocation.co/mottestate/css/style.css)
19:55:51	71896/71896	---M--	200	added ('OK')	text/html	etag:%22118d8-54b6bc5a40d40%22	https://demo-themelocation.co/mottestate/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/fonts/fontawesome-webfont5b62.html	(from https://demo-themelocation.co/mottestate/css/font-awesome.min.css)
19:55:51	90412/90412	---M--	200	added ('OK')	application/x-font-woff	etag:%221612c-54b6bc5a40d40%22	https://demo-themelocation.co/mottestate/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/fonts/fontawesome-webfont5b62.woff	(from https://demo-themelocation.co/mottestate/css/font-awesome.min.css)
19:55:51	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-54b6bc557c200-gzip%22	https://demo-themelocation.co/mottestate/fonts/fontawesome-webfont.eot?	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/fonts/fontawesome-webfontd41d.eot	(from https://demo-themelocation.co/mottestate/css/font-awesome.min.css)
19:55:52	152796/152796	---M--	200	added ('OK')	application/x-font-ttf	etag:%22254dc-54b6bc58588c0%22	https://demo-themelocation.co/mottestate/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/fonts/fontawesome-webfont5b62.ttf	(from https://demo-themelocation.co/mottestate/css/font-awesome.min.css)
19:55:52	391622/391622	---M--	200	added ('OK')	image/svg+xml	etag:%225f9c6-54b6bc5670440%22	https://demo-themelocation.co/mottestate/fonts/fontawesome-webfont.svg?v=4.6.3	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/fonts/fontawesome-webfont5b62.svg	(from https://demo-themelocation.co/mottestate/css/font-awesome.min.css)
19:55:52	2222/2222	---MC-	200	added ('OK')	text/css	date:Wed,%2031%20May%202017%2017:55:52%20GMT	https://fonts.googleapis.com/css?family=Roboto:400,100,300,500,900,700italic,300italic,400italic,700	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/fonts.googleapis.com/css1a6f.css	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:53	364702/364702	---M--	200	added ('OK')	image/jpeg	etag:%225909e-54b6bc046c2c0%22	https://demo-themelocation.co/mottestate/images/banner-slider-img-01.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/banner-slider-img-01.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:53	1301/1301	---M--	200	added ('OK')	image/jpeg	etag:%22515-54b6bc12ba480%22	https://demo-themelocation.co/mottestate/images/cart-sm-img.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/cart-sm-img.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:53	25329/25329	---M--	200	added ('OK')	image/jpeg	etag:%2262f1-54b6bc3232ec0%22	https://demo-themelocation.co/mottestate/images/properties-md-img-02.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/properties-md-img-02.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:53	25551/25551	---M--	200	added ('OK')	image/jpeg	etag:%2263cf-54b6bc3327100%22	https://demo-themelocation.co/mottestate/images/properties-md-img-03.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/properties-md-img-03.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:54	19062/19062	---M--	200	added ('OK')	image/jpeg	etag:%224a76-54b6bc341b340%22	https://demo-themelocation.co/mottestate/images/properties-md-img-04.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/properties-md-img-04.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:54	58222/58222	---M--	200	added ('OK')	image/jpeg	etag:%22e36e-54b6bc2e625c0%22	https://demo-themelocation.co/mottestate/images/price-md-img1.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/price-md-img1.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:55	1373/1373	---M--	200	added ('OK')	image/jpeg	etag:%2255d-54b6bc018fc00%22	https://demo-themelocation.co/mottestate/images/bag-img2.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/bag-img2.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:55	1429/1429	---M--	200	added ('OK')	image/jpeg	etag:%22595-54b6bc13ae6c0%22	https://demo-themelocation.co/mottestate/images/cart-sm-img2.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/cart-sm-img2.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:56	14632/14632	---M--	200	added ('OK')	image/jpeg	etag:%223928-54b6bc4bf2b80%22	https://demo-themelocation.co/mottestate/images/team-img-01.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/team-img-01.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:56	16605/16605	---M--	200	added ('OK')	image/jpeg	etag:%2240dd-54b6bc4ddb000%22	https://demo-themelocation.co/mottestate/images/team-img-02.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/team-img-02.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:56	14870/14870	---M--	200	added ('OK')	image/jpeg	etag:%223a16-54b6bc4ddb000%22	https://demo-themelocation.co/mottestate/images/team-img-03.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/team-img-03.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:57	15041/15041	---M--	200	added ('OK')	image/jpeg	etag:%223ac1-54b6bc4fc3480%22	https://demo-themelocation.co/mottestate/images/team-img-04.jpg	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/team-img-04.jpg	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:58	3233/3233	---M--	200	added ('OK')	image/png	etag:%22ca1-54b6bc299da80%22	https://demo-themelocation.co/mottestate/images/partners-img-02.png	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/partners-img-02.png	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:59	2796/2796	---M--	200	added ('OK')	image/png	etag:%22aec-54b6bc2a91cc0%22	https://demo-themelocation.co/mottestate/images/partners-img-03.png	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/partners-img-03.png	(from https://demo-themelocation.co/mottestate/home-slider.html)
19:55:59	3481/3481	---M--	200	added ('OK')	image/png	etag:%22d99-54b6bc2a91cc0%22	https://demo-themelocation.co/mottestate/images/partners-img-04.png	C:/Users/Konstantin/Documents/GitHub/AntEstate/AntEstate/demo-themelocation.co/mottestate/images/partners-img-04.png	(from https://demo-themelocation.co/mottestate/home-slider.html)
